class_id,class_label
20221EX62E_2,2
20221EX62E_3,3
20221EX62G_0,0
20221EX62G_1,1
20221EX62G_2,2
20221EX62_0,0
20221EX62_1,1
20221EX62_2,2
20221EX62_3,3
20221EX62_4,4
20221EX62_5,5
20221EX63_0,0
20221EX63_1,1
20221EX63_2,2
20221EX63_3,3
20221EX63_4,4
20221EX63_5,5
20221EX63_6,6
20221EX64_0,0
20221EX64_1,1
20221EX64_2,2
20221EX64_3,3
20221EX64_4,4
20221EX64_5,5
20221EX78_0,0
20221EX78_1,1
20221EX78_2,2
20221EX78_3,3
20221EX78_4,4
20221EX86_0,0
20221EX86_1,1
20221EX86_2,2
20221EX86_3,3
20221EX86_4,4
20221EX86_5,5
20221MP11_0,0
20221MP11_1,1
20221MP17_0,0
20221MP17_1,1
20221MP17_2,2
20221MP17_3,3
20221MP20_0,0
20221MP20_1,1
20221MP20_2,2
20221MP20_4,4
20221MP20_5,5
20221MP20_6,6
20221MP20_8,8
20221MP27_0,0
20221MP27_1,1
20221MP27_2,2
20221MP32_0,0
20221MP32_1,1
20221MP32_2,2
20221MP32_3,3
20221MP34A_0,0
20221MP34A_1,1
20221MP34A_2,2
20221MP34A_3,3
20221MP38_0,0
20221MP38_1,1
20221MP38_2,2
20221MP42_0,0
20221MP42_1,1
20221MP42_3,3
20221MP42_4,4
20221MP42_5,5
20221MP49_0,0
20221MP49_2,2
20221MP49_3,3
20221MP49_4,4
20221MP49_5,5
20221MP55_0,0
20221MP55_1,1
20221MP55_2,2
20221MP55_3,3
20221MP55_4,4
20221MP55_5,5
20221MP55_6,6
20221MP56_0,0
20221MP56_1,1
20221MP56_3,3
20221MP56_4,4
20221MP58_0,0
20221MP58_1,1
20221MP58_10,10
20221MP58_2,2
20221MP58_3,3
20221MP58_4,4
20221MP58_5,5
20221MP58_9,9
20221MP63_0,0
20221MP63_1,1
20221MP63_2,2
20221MP63_3,3
20221MP65_0,0
20221MP65_1,1
20221MP65_2,2
20221MP65_3,3
20221MP65_4,4
20221MP65_5,5
20221MP65_8,8
20221MP69_0,0
20221MP69_1,1
20221MP69_2,2
20221MP69_3,3
20221MP69_4,4
20221MP69_5,5
20221MP69_6,6
20221MP69_7,7
20221MP69_8,8
20221MP74_0,0
20221MP74_1,1
20221MP74_2,2
20221MP74_3,3
20221MP74_5,5
20221MP74_6,6
20221MP74_7,7
20221MP76_0,0
20221MP76_1,1
20221MP76_2,2
20221MP76_3,3
20221MP76_5,5
20221MP76_6,6
20221MP79_0,0
20221MP79_1,1
20221MP79_2,2
20221MP79_3,3
20221MP79_4,4
20221MP79_5,5
20221MP79_7,7
20221MP79_8,8
20221MP79_9,9
20221MP89_0,0
20221MP89_1,1
20221MP89_2,2
20221MP89_3,3
20221MP92_0,0
20221MP92_1,1
20221MP92_2,2
20221MP92_3,3
20221MP92_4,4
20221MP92_5,5
20221MP92_6,6
20221MP92_7,7
20221MP96_0,0
20221MP96_1,1
20221MP96_2,2
20221MP96_3,3
20221MP96_4,4
20221MP97_0,0
20221MP97_1,1
20221MP97_2,2
20221O109_0,0
20221O109_1,1
20221O109_10,10
20221O109_11,11
20221O109_2,2
20221O109_3,3
20221O109_4,4
20221O109_5,5
20221O109_6,6
20221O109_7,7
20221O109_8,8
20221O109_9,9
20221O113_0,0
20221O113_1,1
20221O113_2,2
20221O113_3,3
20221O119_0,0
20221O119_1,1
20221O119_2,2
20221O11_0,0
20221O11_1,1
20221O11_2,2
20221O11_3,3
20221O14_0,0
20221O14_1,1
20221O14_2,2
20221O14_3,3
20221O14_4,4
20221O14_5,5
20221O14_6,6
20221O21_0,0
20221O21_1,1
20221O21_2,2
20221O21_3,3
20221O21_4,4
20221O21_5,5
20221O21_6,6
20221O21_7,7
20221O21_8,8
20221O21_9,9
20221O26_0,0
20221O26_2,2
20221O26_3,3
20221O26_4,4
20221O26_6,6
20221O27_0,0
20221O27_2,2
20221O29_0,0
20221O29_1,1
20221O29_2,2
20221O33_0,0
20221O33_1,1
20221O33_2,2
20221O37_1,1
20221O37_10,10
20221O37_13,13
20221O37_2,2
20221O37_3,3
20221O37_4,4
20221O37_7,7
20221O37_8,8
20221O37_9,9
20221O38B_0,0
20221O38B_1,1
20221O38B_2,2
20221O38B_3,3
20221O45_0,0
20221O45_1,1
20221O45_2,2
20221O45_3,3
20221O45_4,4
20221O4_0,0
20221O4_1,1
20221O4_2,2
20221O56_0,0
20221O56_2,2
20221O56_3,3
20221O56_4,4
20221O56_5,5
20221O56_6,6
20221O59_0,0
20221O59_2,2
20221O59_3,3
20221O59_4,4
20221O59_6,6
20221O60_0,0
20221O60_1,1
20221O60_2,2
20221O61_0,0
20221O61_1,1
20221O61_2,2
20221O61_3,3
20221O61_4,4
20221O61_5,5
20221O61_6,6
20221O68_0,0
20221O68_1,1
20221O68_2,2
20221O68_4,4
20221O73_0,0
20221O73_1,1
20221O73_2,2
20221O73_3,3
20221O74_0,0
20221O74_1,1
20221O74_2,2
20221O74_3,3
20221O74_4,4
20221O74_5,5
20221O74_6,6
20221O75D_0,0
20221O75D_1,1
20221O75D_2,2
20221O75D_3,3
20221O75D_4,4
20221O75D_5,5
20221O75D_6,6
20221O78A_1,1
20221O78A_2,2
20221O78_0,0
20221O78_1,1
20221P12_0,0
20221P12_1,1
20221P13_0,0
20221P13_1,1
20221P13_2,2
20221P7_0,0
20221P7_1,1
20221SW103_0,0
20221SW103_1,1
20221SW103_2,2
20221SW106_0,0
20221SW106_1,1
20221SW106_2,2
20221SW106_3,3
20221SW122_0,0
20221SW122_1,1
20221SW122_2,2
20221SW122_3,3
20221SW122_4,4
20221SW122_5,5
20221SW12_0,0
20221SW12_1,1
20221SW12_2,2
20221SW12_3,3
20221SW12_4,4
20221SW12_6,6
20221SW16_0,0
20221SW16_1,1
20221SW16_2,2
20221SW16_3,3
20221SW19_0,0
20221SW19_1,1
20221SW1_0,0
20221SW1_1,1
20221SW28_0,0
20221SW28_1,1
20221SW28_2,2
20221SW28_3,3
20221SW32_0,0
20221SW32_1,1
20221SW32_2,2
20221SW33_0,0
20221SW33_1,1
20221SW33_2,2
20221SW33_3,3
20221SW33_4,4
20221SW33_5,5
20221SW33_6,6
20221SW33_7,7
20221SW33_8,8
20221SW49A_0,0
20221SW49A_1,1
20221SW49A_11,11
20221SW49A_2,2
20221SW49A_3,3
20221SW49A_4,4
20221SW49A_6,6
20221SW49A_7,7
20221SW5_0,0
20221SW5_1,1
20221SW5_2,2
20221SW5_3,3
20221SW5_4,4
20221SW5_5,5
20221SW60_0,0
20221SW60_1,1
20221SW60_2,2
20221SW72_0,0
20221SW72_1,1
20221SW72_2,2
20221SW72_3,3
20221SW73_0,0
20221SW73_1,1
20221SW73_10,10
20221SW73_2,2
20221SW73_4,4
20221SW73_5,5
20221SW73_6,6
20221SW73_7,7
20221SW73_8,8
20221SW73_9,9
20221SW81_0,0
20221SW81_1,1
20221W103_0,0
20221W103_1,1
20221W103_3,3
20221W103_4,4
20221W104_0,0
20221W104_1,1
20221W104_2,2
20221W17_0,0
20221W17_1,1
20221W17_2,2
20221W17_3,3
20221W17_4,4
20221W17_5,5
20221W17_6,6
20221W17_8,8
20221W25_0,0
20221W25_1,1
20221W25_2,2
20221W25_7,7
20221W29_0,0
20221W29_1,1
20221W29_2,2
20221W29_3,3
20221W29_4,4
20221W29_5,5
20221W29_6,6
20221W29_7,7
20221W33_0,0
20221W33_1,1
20221W33_2,2
20221W33_3,3
20221W33_4,4
20221W33_5,5
20221W35_0,0
20221W49_0,0
20221W49_1,1
20221W5_0,0
20221W5_10,10
20221W5_3,3
20221W5_4,4
20221W5_5,5
20221W5_6,6
20221W5_7,7
20221W5_8,8
20221W5_9,9
20221W60_0,0
20221W60_1,1
20221W64A_0,0
20221W64A_1,1
20221W64A_2,2
20221W64A_3,3
20221W67_0,0
20221W67_1,1
20221W67_2,2
20221W67_3,3
20221W74_0,0
20221W74_1,1
20221W74_2,2
20221W79_0,0
20221W79_1,1
20221W79_2,2
20221W79_3,3
20221W79_4,4
20221W79_5,5
20221W79_6,6
20221W81_0,0
20221W81_1,1
20221W81_10,10
20221W81_11,11
20221W81_12,12
20221W81_2,2
20221W81_3,3
20221W81_4,4
20221W81_5,5
20221W81_6,6
20221W81_7,7
20221W81_8,8
20221W81_9,9
20221W87_0,0
20221W87_1,1
20221W87_2,2
20221W87_3,3
20221W87_4,4
20221W89_0,0
20221W89_1,1
20221W89_2,2
20221W89_5,5
20221W89_9,9
20221W97_0,0
20221W97_2,2
20221W97_3,3
20221W99A_0,0
20221W99A_1,1
20221W99A_2,2
20221W99A_3,3
20221W99A_4,4
20221W99_0,0
20221W99_1,1
20221W99_2,2
20221W99_3,3
20221W99_4,4
20221W99_5,5
20221W99_7,7
